source,target,relationshipType,properties
1,2,RELATED,"{order: 0, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders, Third Edition (ICSD-3) is a classification system established by the American Academy of Sleep Medicine (AASM) for sleep disorders. It provides standardized criteria for the diagnosis of various sleep disorders, improving communication and research in the field.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
0,2,RELATED,"{order: 0, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders, Third Edition (ICSD-3) is a classification system established by the American Academy of Sleep Medicine (AASM) for sleep disorders. It provides standardized criteria for the diagnosis of various sleep disorders, improving communication and research in the field.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
2,3,RELATED,"{order: 1, description: The American Academy of Sleep Medicine is the source of the manual., metadata: {\""summary\"": \""The text is about the International Classification of Sleep Disorders (ICSD), a manual by the American Academy of Sleep Medicine (AASM) that provides diagnostic criteria for sleep disorders. The manual was first published in 1990 and has been updated multiple times since then, with the most recent edition being the third edition, published in 2014. The ICSD is widely used by sleep medicine professionals to diagnose and treat sleep disorders. The AASM holds the copyright for the manual and sells copies in the U.S.A.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
2,4,RELATED,"{order: 1, description: The American Academy of Sleep Medicine holds the copyright for the document., metadata: {\""summary\"": \""The text is about the International Classification of Sleep Disorders (ICSD), a manual by the American Academy of Sleep Medicine (AASM) that provides diagnostic criteria for sleep disorders. The manual was first published in 1990 and has been updated multiple times since then, with the most recent edition being the third edition, published in 2014. The ICSD is widely used by sleep medicine professionals to diagnose and treat sleep disorders. The AASM holds the copyright for the manual and sells copies in the U.S.A.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
3,5,RELATED,"{order: 1, description: The manual is available for copying and distribution from the American Academy of Sleep Medicine., metadata: {\""summary\"": \""The text is about the International Classification of Sleep Disorders (ICSD), a manual by the American Academy of Sleep Medicine (AASM) that provides diagnostic criteria for sleep disorders. The manual was first published in 1990 and has been updated multiple times since then, with the most recent edition being the third edition, published in 2014. The ICSD is widely used by sleep medicine professionals to diagnose and treat sleep disorders. The AASM holds the copyright for the manual and sells copies in the U.S.A.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
3,6,RELATED,"{order: 1, description: The manual is located at the American Academy of Sleep Medicine in Darien, IL, U.S.A., metadata: {\""summary\"": \""The text is about the International Classification of Sleep Disorders (ICSD), a manual by the American Academy of Sleep Medicine (AASM) that provides diagnostic criteria for sleep disorders. The manual was first published in 1990 and has been updated multiple times since then, with the most recent edition being the third edition, published in 2014. The ICSD is widely used by sleep medicine professionals to diagnose and treat sleep disorders. The AASM holds the copyright for the manual and sells copies in the U.S.A.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
2,7,RELATED,"{order: 4, description: relates_to, metadata: {\""summary\"": \""The text states that copyright permissions inquiries should be sent to the Executive Director of the American Academy of Sleep Medicine in Darien, Illinois, USA. It also mentions that any translations of their work must be authorized by them. The recommended citation format is to mention the American Academy of Sleep Medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
2,8,RELATED,"{order: 4, description: relates_to, metadata: {\""summary\"": \""The text states that copyright permissions inquiries should be sent to the Executive Director of the American Academy of Sleep Medicine in Darien, Illinois, USA. It also mentions that any translations of their work must be authorized by them. The recommended citation format is to mention the American Academy of Sleep Medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
9,10,RELATED,"{order: 4, description: treated_by, metadata: {\""summary\"": \""The text states that copyright permissions inquiries should be sent to the Executive Director of the American Academy of Sleep Medicine in Darien, Illinois, USA. It also mentions that any translations of their work must be authorized by them. The recommended citation format is to mention the American Academy of Sleep Medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
2,11,RELATED,"{order: 4, description: results_in, metadata: {\""summary\"": \""The text states that copyright permissions inquiries should be sent to the Executive Director of the American Academy of Sleep Medicine in Darien, Illinois, USA. It also mentions that any translations of their work must be authorized by them. The recommended citation format is to mention the American Academy of Sleep Medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
12,13,RELATED,"{order: 5, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders (ICSD-3) is the latest edition of a classification system established by the American Academy of Sleep Medicine (AASM) for sleep disorders. It provides diagnostic criteria and codes for various sleep disorders, organized into several categories such as insomnia, sleep-related breathing disorders, central disorders of hypersomnolence, circadian rhythm sleep-wake disorders, parasomnias, and sleep-related movement disorders. The ICSD-3 aims to facilitate accurate diagnosis and improve the quality of care for individuals with sleep disorders.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
14,15,RELATED,"{order: 6, description: The input text mentions a specific set of guidelines published by the American Academy of Sleep Medicine in the year 2014., metadata: {\""summary\"": \""The American Academy of Sleep Medicine published guidelines in Darien, IL, in 2014, providing recommendations for the medical management of insomnia. The guidelines recommend cognitive behavioral therapy for insomnia (CBT-I) as the first line treatment, either alone or in combination with medication. The guidelines also suggest that sleep medication should be prescribed at the lowest effective dose for the shortest duration, and that regular follow-ups should be conducted to monitor progress and adjust treatment as necessary. Additionally, the guidelines recommend educating patients about healthy sleep habits and addressing any underlying medical or psychological conditions that may be contributing to insomnia.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
12,13,RELATED,"{order: 7, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders (ICSD-3) is the latest edition of a classification system established by the American Academy of Sleep Medicine (AASM) for sleep disorders. It provides diagnostic criteria and codes for various sleep disorders, organized into several categories such as insomnia, sleep-related breathing disorders, central disorders of hypersomnolence, circadian rhythm sleep-wake disorders, parasomnias, and sleep-related movement disorders. The ICSD-3 aims to facilitate accurate diagnosis and improve the quality of care for individuals with sleep disorders.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
2,15,RELATED,"{order: 8, description: The input text mentions the 'American Academy of Sleep Medicine', which is a document that provides guidelines for the field of sleep medicine., metadata: {\""summary\"": \""The American Academy of Sleep Medicine (AASM) is a professional organization dedicated to improving sleep health through research, education, and advocacy. The AASM sets standards for the diagnosis and treatment of sleep disorders, accredits sleep disorder centers and laboratories, and provides guidance to healthcare professionals and the public on sleep-related issues. The organization also promotes public awareness of the importance of sleep and advocates for policies that support healthy sleep.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
87,88,RELATED,"{order: 28, description: None, metadata: {\""summary\"": \""The text provides a summary of several sleep disorders, including Non-24-Hour Sleep-Wake Rhythm Disorder, Shift Work Disorder, Jet Lag Disorder, Circadian Sleep-Wake Disorder Not Otherwise Specified (NOS), and Parasomnias. Parasomnias are further divided into NREM-related parasomnias, specifically disorders of arousal from NREM sleep, with confusional arousals being one of them. Each disorder is described briefly, highlighting its key features and diagnostic criteria.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
